DeepSEA_auROC,DanQ_auROC,DanQ-JASPAR_auROC,ChromDL_auROC,DeepSEA_auPRC,DanQ_auPRC,DanQ-JASPAR_auPRC,ChromDL_auPRC
0.933492515,0.937367737,0.942068528,0.94835198,0.513913315,0.530183659,0.545636172,0.571337039
0.927061464,0.933956798,0.939724777,0.9471608,0.50223164,0.532542403,0.553392627,0.578745661
0.908114925,0.915348104,0.917101889,0.920733331,0.421814846,0.443454742,0.448579887,0.458686763
0.931840242,0.940854409,0.94374225,0.950583828,0.491453612,0.520773393,0.535066249,0.567102978
0.911536646,0.916416886,0.927368447,0.93429481,0.443884959,0.45975637,0.485469665,0.508515799
0.934864808,0.944876365,0.946858941,0.954019771,0.54297363,0.576044849,0.586096424,0.619295065
0.926250298,0.93153951,0.936340694,0.943680771,0.49253262,0.509261682,0.528340182,0.555335042
0.883021602,0.894283858,0.899042674,0.908354527,0.370737857,0.405745654,0.414071103,0.436451333
0.939063718,0.943862577,0.949898682,0.953182601,0.397510206,0.426180176,0.439817973,0.449408705
0.905005703,0.910399258,0.911119887,0.91556301,0.329385831,0.349335943,0.347236834,0.35359371
0.913575694,0.917334726,0.929592394,0.938093481,0.427889928,0.44368655,0.472620877,0.493730692
0.913134552,0.91562778,0.919893132,0.926584746,0.447966363,0.458989568,0.469862577,0.488024798
0.927649399,0.932650499,0.937045431,0.942903548,0.46254365,0.480846639,0.495734183,0.514067643
0.979197733,0.982819432,0.983497249,0.985485704,0.694847714,0.728044421,0.73395497,0.747836062
0.944861415,0.95051532,0.946402602,0.952492115,0.050357457,0.052956932,0.051392562,0.06397415
0.97843466,0.981984281,0.983670387,0.985816086,0.666268448,0.701741228,0.717626664,0.73448547
0.919441436,0.933658928,0.93691531,0.932957117,0.046888206,0.054974715,0.051525226,0.057880791
0.947187055,0.952256508,0.953835472,0.952382631,0.190437333,0.199766689,0.204330227,0.183090652
0.977368797,0.981970396,0.984390157,0.986898196,0.640402775,0.685114883,0.701397753,0.724745437
0.981665445,0.984325397,0.984403063,0.983305547,0.395092412,0.447485708,0.458064643,0.416523494
0.987164153,0.983649635,0.984619234,0.987994595,0.185575322,0.252601121,0.223639895,0.255431894
0.965011761,0.968992903,0.970439151,0.974651865,0.427761888,0.443051905,0.438007769,0.432312177
0.964978887,0.971096327,0.97415646,0.977509895,0.652124867,0.68999512,0.703566882,0.717826133
0.810107062,0.844023499,0.837829963,0.848705512,0.018678403,0.02938852,0.025719713,0.030670523
0.890695267,0.901051632,0.898233624,0.90646751,0.10878853,0.112655939,0.118255285,0.113693567
0.983452523,0.986530977,0.988215408,0.990131844,0.668693821,0.707974742,0.723347938,0.741208053
0.951716913,0.956729005,0.95589645,0.949646271,0.061039962,0.065147692,0.072518044,0.069848465
0.984604211,0.987557845,0.988852742,0.990465779,0.661669146,0.697900113,0.711790439,0.734233348
0.959317412,0.963992218,0.964700168,0.963578636,0.202375329,0.217750377,0.231107729,0.184115266
0.97622668,0.98088099,0.983001816,0.98571003,0.62784861,0.664489854,0.676044527,0.69362613
0.961192582,0.969454771,0.966576886,0.966954592,0.106623225,0.114481909,0.123980926,0.10944431
0.972644397,0.977936313,0.980786211,0.983351731,0.637798584,0.674237066,0.687832934,0.704405695
0.984216728,0.985436218,0.984964653,0.9870426,0.164461578,0.194713258,0.198757951,0.181275477
0.982231848,0.98477672,0.986623851,0.988187515,0.665241354,0.697085998,0.708606132,0.724713392
0.985643204,0.987154544,0.987095461,0.985723842,0.357333074,0.400492382,0.409836767,0.376186541
0.923989395,0.931500822,0.923907921,0.936131187,0.168723442,0.18109871,0.18334311,0.188971416
0.954814543,0.958993051,0.959434894,0.95720473,0.215826672,0.229244317,0.225249131,0.215151311
0.970549293,0.975826341,0.977869237,0.98077522,0.623834143,0.660849188,0.674405412,0.691529603
0.887793906,0.923348999,0.922601908,0.912112482,0.034458109,0.052113938,0.020309774,0.035775217
0.965512702,0.967782232,0.966935343,0.967953456,0.320484657,0.34322105,0.350792826,0.335889245
0.952215035,0.954297981,0.957295838,0.965523126,0.103608499,0.115859956,0.127326774,0.132872867
0.980055802,0.982101784,0.979329001,0.977895743,0.014890545,0.053516666,0.025149776,0.047329363
0.905436095,0.914195289,0.925600282,0.921600011,0.095227171,0.18622055,0.164013041,0.215894784
0.98363375,0.986079559,0.985607495,0.9859922,0.693046142,0.723606002,0.720118456,0.709664935
0.964963856,0.969317954,0.966629543,0.967548699,0.445147566,0.478375569,0.472431768,0.460631037
0.945730788,0.952196783,0.952771889,0.95375891,0.291902411,0.326103713,0.335687615,0.322029796
0.96120623,0.964470649,0.96598986,0.964362807,0.437717731,0.46445822,0.471204573,0.440056652
0.983896185,0.985230699,0.985359862,0.984079274,0.369478931,0.39310946,0.404502733,0.394295662
0.9802973,0.984597101,0.986573908,0.98808779,0.658070496,0.687582486,0.70288761,0.721969335
0.986685557,0.988368782,0.988285158,0.986820833,0.359947883,0.398712727,0.41507297,0.374742855
0.976131175,0.98044744,0.982909257,0.985075214,0.618470408,0.653544668,0.669520657,0.68238087
0.985680664,0.987554369,0.986955128,0.985854904,0.315141425,0.333752906,0.344839794,0.31625752
0.972821769,0.97783107,0.980939687,0.983087409,0.634254649,0.667059403,0.682334738,0.69958237
0.978477202,0.979986411,0.980734817,0.978944663,0.302133697,0.315709245,0.333072684,0.297370765
0.858047706,0.870341328,0.87301321,0.875396784,0.088659901,0.098301276,0.098653143,0.103358273
0.980536775,0.9839292,0.985494076,0.98718272,0.633578811,0.670823372,0.683065201,0.698753466
0.974710131,0.977579697,0.978014866,0.975499615,0.260526064,0.281529008,0.288052389,0.256127706
0.96530837,0.972028886,0.974641306,0.978497142,0.670156796,0.702780455,0.712423322,0.726612507
0.913191801,0.926445138,0.930266738,0.939570541,0.115689175,0.152606086,0.164404168,0.19068925
0.867672168,0.885564787,0.889644511,0.899050653,0.096598871,0.125234396,0.13488281,0.149069221
0.965667429,0.97073817,0.975198811,0.979220917,0.440254602,0.460590878,0.472240942,0.475332009
0.987773364,0.989046221,0.989452416,0.990484951,0.561594381,0.595325365,0.602686821,0.613743855
0.987068508,0.989016765,0.9898132,0.990217347,0.604515952,0.636679923,0.648621785,0.652959622
0.938142161,0.94301396,0.947677772,0.955719223,0.284819154,0.3125383,0.326315276,0.3510535
0.94348497,0.953954324,0.957403422,0.958844178,0.272820047,0.328660088,0.32736833,0.332072149
0.932658125,0.938859278,0.941586883,0.951068216,0.343666112,0.35836631,0.36786311,0.40121255
0.900893332,0.908772107,0.944742875,0.961836929,0.054620653,0.066671219,0.145160644,0.207088364
0.943008355,0.950767034,0.953851512,0.961842156,0.365759159,0.409310454,0.411252796,0.438169449
0.922765243,0.929814961,0.949547139,0.973456626,0.026556757,0.049930254,0.052796884,0.090052345
0.863613911,0.879447292,0.936163939,0.952789665,0.139941887,0.156824494,0.287079763,0.357137666
0.891522056,0.903527556,0.945185153,0.96075454,0.112678278,0.125671777,0.190726373,0.236046717
0.889334483,0.907127974,0.946976072,0.959378699,0.150397656,0.169590744,0.252858194,0.295475395
0.904815163,0.912418471,0.915961175,0.945804384,0.242310344,0.29760201,0.311838593,0.354303802
0.883371053,0.894506873,0.901367974,0.914408357,0.17959847,0.202019534,0.214172704,0.256132324
0.959203153,0.962042426,0.962394604,0.962932418,0.616709977,0.629062675,0.63338901,0.621625955
0.960457188,0.962768592,0.963144959,0.96363717,0.634117684,0.647462131,0.649875253,0.642292101
0.885424571,0.899436668,0.903450708,0.904761595,0.102211091,0.121381378,0.129061038,0.13035139
0.940631616,0.951805279,0.957052854,0.961641242,0.247223069,0.320516357,0.328133378,0.340363584
0.933993717,0.940490221,0.94293022,0.948248464,0.361555221,0.39003789,0.396107797,0.37899763
0.881868319,0.895525226,0.901664636,0.916063399,0.204439731,0.232918452,0.238297591,0.27180598
0.945060376,0.953728192,0.960274864,0.967484706,0.241713168,0.281341133,0.290076696,0.308928067
0.96826118,0.972893734,0.976637459,0.98086559,0.330668576,0.380021092,0.38659998,0.400045648
0.930509026,0.946998574,0.953137575,0.963871716,0.245356341,0.307733202,0.316687644,0.344634947
0.94125701,0.949418094,0.950452464,0.960243558,0.317890016,0.334962954,0.338493108,0.371978908
0.91312342,0.926563084,0.930214196,0.942082527,0.146803572,0.191508185,0.206315741,0.251971586
0.994901971,0.995843579,0.995995024,0.996431318,0.752907681,0.78239437,0.79090166,0.795062369
0.878895275,0.889722184,0.918446084,0.951353841,0.027333552,0.037938379,0.064841332,0.140170952
0.854146372,0.86106586,0.895697088,0.933188749,0.074076062,0.086300777,0.135406221,0.221354567
0.8639426,0.873923675,0.90649421,0.939483068,0.064723406,0.086265127,0.127222779,0.199165481
0.920940703,0.931902483,0.938545657,0.965716665,0.069793301,0.088495805,0.090638139,0.160265667
0.875242027,0.896354386,0.930369757,0.955971614,0.05876971,0.070020679,0.11027684,0.173930084
0.970602594,0.972618095,0.97128929,0.973770368,0.5920348,0.615478048,0.615488277,0.615446839
0.908166107,0.913290408,0.92300213,0.935009368,0.224197028,0.242165548,0.267360431,0.299213135
0.971901032,0.986698627,0.987818507,0.994312811,0.233906913,0.331372251,0.327179954,0.332424205
0.932021719,0.943077371,0.946920663,0.963302182,0.229428435,0.276715517,0.286197523,0.390005624
0.942711195,0.946837253,0.952776703,0.962292236,0.176233599,0.193542341,0.213760864,0.261632956
0.904599574,0.910849277,0.912412907,0.914323719,0.167440914,0.190047725,0.192435517,0.198053075
0.958378312,0.958087421,0.961513454,0.961704379,0.13732454,0.172475113,0.16599445,0.16837297
0.917012442,0.922600382,0.930790745,0.938481037,0.102449869,0.128791432,0.156312671,0.1778412
0.903966501,0.930235135,0.933760847,0.947266224,0.180881996,0.241007686,0.248738975,0.314937869
0.968068142,0.970150923,0.971402839,0.982351534,0.255544605,0.290014458,0.30655262,0.382393069
0.971719081,0.974963132,0.976548128,0.978387724,0.480345914,0.515099771,0.515765887,0.524008281
0.985629811,0.983399923,0.979532341,0.984590538,0.259880459,0.31586556,0.312181098,0.35472097
0.907992477,0.91467377,0.923470296,0.931995744,0.202106326,0.223947042,0.242502959,0.261046375
0.987640089,0.988769335,0.989585306,0.990125641,0.5211708,0.58798089,0.579269034,0.606196813
0.93451815,0.944939681,0.946360512,0.958735257,0.175851082,0.20880546,0.214229064,0.270687629
0.929263022,0.927743212,0.947141128,0.960729928,0.154211938,0.161014002,0.203463335,0.278205965
0.935128543,0.927879657,0.954226899,0.967920747,0.09573493,0.101727279,0.159641624,0.228927599
0.899905648,0.905764824,0.914900449,0.91914753,0.146843754,0.167390059,0.185590943,0.197221558
0.89701768,0.903024715,0.910501156,0.915275804,0.166882573,0.192017547,0.200277213,0.209932381
0.900132328,0.904992713,0.915101175,0.928127435,0.245112683,0.265482562,0.294359971,0.333889061
0.972767885,0.956573419,0.962673382,0.983937314,0.436763412,0.447696819,0.452233214,0.558452032
0.958002113,0.959355878,0.963663011,0.970168747,0.111535973,0.128929391,0.159133253,0.165543947
0.900678121,0.906181061,0.929393656,0.951665426,0.164839885,0.18788587,0.226109771,0.277902279
0.915295958,0.920153359,0.93811333,0.95267874,0.169766415,0.173342275,0.209637469,0.257907815
0.931529498,0.933551131,0.939989347,0.948653238,0.111872923,0.11907414,0.131146566,0.13372015
0.926881395,0.932867462,0.937014276,0.942681434,0.313169767,0.349267614,0.364367719,0.368323082
0.892877934,0.89913898,0.900658691,0.89883656,0.361913188,0.385346126,0.390746625,0.38524146
0.95735067,0.959757901,0.958954213,0.959971478,0.592175782,0.609362621,0.606862792,0.603053071
0.925661202,0.923067376,0.93713417,0.948841068,0.198084737,0.211735716,0.236741524,0.269077108
0.963193627,0.963224906,0.965137203,0.978162869,0.439191768,0.455998359,0.469800444,0.564119902
0.980068363,0.982794912,0.984820542,0.986400523,0.58192183,0.609708498,0.624119275,0.621762428
0.918940734,0.921822188,0.929861888,0.93742163,0.384915609,0.397046057,0.420582413,0.454265577
0.975478372,0.972474788,0.977062226,0.982846149,0.023236925,0.056472796,0.050767043,0.056598242
0.990721252,0.992780882,0.991339073,0.993017179,0.475766314,0.610619887,0.594414042,0.651061398
0.955073265,0.957822705,0.960852083,0.965826159,0.3273312,0.350549327,0.36548824,0.38209136
0.926471266,0.929366936,0.93764332,0.963159119,0.140648806,0.16973699,0.173302904,0.202842441
0.900454995,0.907508557,0.910381867,0.920569969,0.102931952,0.125371815,0.133778703,0.137950199
0.962067709,0.963792877,0.965503886,0.968434678,0.360100384,0.390927595,0.404059296,0.39444244
0.948741631,0.954939719,0.958843791,0.963541131,0.200420359,0.229946007,0.245762755,0.26974849
0.947997051,0.953677731,0.956574127,0.960185608,0.180157211,0.21490132,0.236707138,0.251082374
0.982516349,0.983642069,0.985332868,0.987169415,0.383973022,0.395228622,0.408715695,0.429930791
0.952042593,0.956850128,0.957826333,0.965083384,0.403760645,0.440680253,0.447956774,0.456349035
0.969481667,0.9764612,0.979164355,0.985219053,0.067320672,0.107438261,0.124612115,0.293131539
0.966827784,0.971669283,0.971464248,0.973710336,0.170089054,0.190417269,0.179370736,0.179444463
0.917241364,0.924396733,0.952243855,0.969374614,0.026235013,0.032287357,0.051422555,0.088206289
0.90092174,0.906566439,0.905635131,0.907392593,0.301853669,0.317300725,0.326942487,0.321471715
0.909010551,0.915201344,0.913215807,0.918217703,0.331124632,0.346749072,0.352622556,0.354982794
0.930523887,0.928554442,0.943204735,0.951567257,0.154993546,0.174399278,0.197937385,0.219700923
0.963082388,0.963982087,0.966616746,0.977971451,0.439187704,0.462343854,0.479626481,0.572275149
0.963908335,0.965385842,0.966557192,0.969452161,0.358143431,0.38835515,0.397042085,0.403602331
0.966720448,0.971312553,0.970799748,0.978037257,0.370301667,0.409739875,0.402566587,0.429140058
0.951680706,0.954742064,0.968687749,0.976911609,0.267782537,0.280602791,0.305528626,0.310631044
0.899228266,0.906943281,0.906897469,0.907979725,0.308209497,0.334159196,0.337744816,0.335318796
0.930859483,0.935302674,0.934405244,0.934041373,0.449367778,0.478392655,0.478098471,0.477707365
0.970675427,0.973778093,0.975030955,0.975264392,0.388853664,0.418789697,0.44051322,0.41999833
0.954630578,0.961997052,0.958983066,0.971332742,0.342971175,0.375042851,0.368385216,0.406123543
0.914795823,0.936848222,0.944929051,0.95058895,0.11430116,0.146001831,0.154832054,0.188722428
0.982504366,0.986958383,0.987919509,0.990365489,0.273346669,0.349407627,0.351315657,0.382248673
0.940037271,0.956160713,0.967126695,0.980138209,0.067376009,0.106347855,0.154259236,0.187189445
0.983673756,0.986662009,0.987866305,0.990104272,0.591221226,0.631827175,0.644133825,0.660914773
0.953604242,0.959735796,0.962430041,0.968843339,0.162317457,0.184926903,0.182321562,0.232861961
0.937050394,0.939533356,0.941461387,0.944691304,0.02580851,0.025401472,0.029048392,0.049432719
0.98281473,0.98640288,0.985595026,0.987158295,0.34429224,0.388091869,0.393128116,0.402461926
0.948779038,0.958609288,0.96804019,0.973273664,0.066814275,0.100833406,0.117592748,0.122120622
0.957098716,0.964265024,0.968462805,0.973561789,0.166833147,0.211865521,0.223095628,0.252526084
0.930438563,0.9415615,0.96206532,0.968506449,0.073869386,0.110089108,0.166733147,0.181663244
0.952885124,0.922498624,0.932675367,0.97105383,0.442827686,0.370143416,0.400977573,0.579722621
0.940837667,0.953214295,0.963663742,0.967199818,0.136096932,0.176543707,0.202314767,0.218739035
0.90698199,0.914040966,0.917504094,0.921571547,0.308969885,0.323921794,0.325590629,0.33091886
0.936257213,0.942993876,0.944700902,0.950429239,0.497237145,0.510571801,0.511882505,0.510890821
0.94708764,0.952754149,0.969981517,0.979709034,0.10123013,0.149746224,0.235979712,0.304440092
0.974008375,0.979506611,0.981936196,0.983889371,0.662454361,0.702984552,0.713823073,0.73074282
0.956119035,0.968421401,0.972013737,0.978502492,0.019507354,0.029318049,0.031341446,0.059029443
0.957022324,0.963800061,0.969590443,0.972431871,0.203254478,0.228635635,0.236607173,0.262902204
0.955924198,0.97231953,0.971870051,0.981620808,0.287043545,0.469140595,0.440859667,0.527990544
0.93694478,0.94681547,0.95329973,0.963066729,0.233113743,0.276234592,0.297504992,0.336432661
0.971738645,0.968353875,0.969564263,0.976831362,0.227638,0.282646758,0.264280595,0.289219269
0.974701339,0.975757274,0.977973345,0.979812668,0.288364604,0.311998272,0.312179214,0.309385984
0.874915349,0.889665672,0.891702217,0.963445332,0.079308733,0.113209995,0.111730907,0.308243188
0.975171221,0.978604273,0.979609972,0.981420198,0.524701262,0.544937311,0.552073203,0.550895201
0.958718248,0.965153515,0.967738245,0.967147005,0.316933269,0.349537582,0.356294002,0.349228333
0.94269021,0.954315744,0.964669375,0.968039132,0.113885271,0.169286112,0.215101414,0.219414684
